"playerId","pre_influence","post_influence","trial","group_pair","truth","task","soc_info","analysis","dataset","communication"
"djku7RhuPEYfxfXsb",8,8,"BrEnxG6Cqa9RiYXZ7_1","BrEnxG6Cqa9RiYXZ7",75.96,"This painting by Cla",9.36842105263158,"replication2","replication2","Discussion"
"5Kx5wudYHn6kcSFsh",12,56.6,"BrEnxG6Cqa9RiYXZ7_1","BrEnxG6Cqa9RiYXZ7",75.96,"This painting by Cla",9.36842105263158,"replication2","replication2","Discussion"
"dBjWijxADH34BHWcx",15,50,"BrEnxG6Cqa9RiYXZ7_2","BrEnxG6Cqa9RiYXZ7",75.96,"This painting by Cla",12.4,"replication2","replication2","Discussion"
"zMTDHgeD7heLfpS9a",8,8.7,"BrEnxG6Cqa9RiYXZ7_1","BrEnxG6Cqa9RiYXZ7",75.96,"This painting by Cla",9.36842105263158,"replication2","replication2","Discussion"
"tncNWYDR8vsw2YLv3",12,56.6,"BrEnxG6Cqa9RiYXZ7_2","BrEnxG6Cqa9RiYXZ7",75.96,"This painting by Cla",12.4,"replication2","replication2","Discussion"
"RqKqXi2zzjah7ahk4",12,7,"BrEnxG6Cqa9RiYXZ7_1","BrEnxG6Cqa9RiYXZ7",75.96,"This painting by Cla",9.36842105263158,"replication2","replication2","Discussion"
"Gz68fpq7Lj7Sf5av2",10,9.5,"BrEnxG6Cqa9RiYXZ7_1","BrEnxG6Cqa9RiYXZ7",75.96,"This painting by Cla",9.36842105263158,"replication2","replication2","Discussion"
"qNwQbQ32Tk8isvtHm",6,8,"BrEnxG6Cqa9RiYXZ7_1","BrEnxG6Cqa9RiYXZ7",75.96,"This painting by Cla",9.36842105263158,"replication2","replication2","Discussion"
"gCZvL4uuQdo5ASDaq",23,75,"E3uDutq97qNoGDWrZ_2","E3uDutq97qNoGDWrZ",75.96,"This painting by Cla",17.5263157894737,"replication2","replication2","Discussion"
"2smKjp2ustpoomJHr",5,18,"E3uDutq97qNoGDWrZ_1","E3uDutq97qNoGDWrZ",75.96,"This painting by Cla",8.05,"replication2","replication2","Discussion"
"tj248v55hG9CJsdW9",22,22,"E3uDutq97qNoGDWrZ_2","E3uDutq97qNoGDWrZ",75.96,"This painting by Cla",17.5263157894737,"replication2","replication2","Discussion"
"rKKKz2CxNsh2riCr3",22,60,"E3uDutq97qNoGDWrZ_2","E3uDutq97qNoGDWrZ",75.96,"This painting by Cla",17.5263157894737,"replication2","replication2","Discussion"
"ik9FXLHjeBRvcKhwn",5,60,"E3uDutq97qNoGDWrZ_2","E3uDutq97qNoGDWrZ",75.96,"This painting by Cla",17.5263157894737,"replication2","replication2","Discussion"
"K9aXcJPBRj4DDTw9C",20,25,"E3uDutq97qNoGDWrZ_2","E3uDutq97qNoGDWrZ",75.96,"This painting by Cla",17.5263157894737,"replication2","replication2","Discussion"
"sNNfEwzXJWFYGQ8gi",5,40,"E3uDutq97qNoGDWrZ_2","E3uDutq97qNoGDWrZ",75.96,"This painting by Cla",17.5263157894737,"replication2","replication2","Discussion"
"qzwexWysRnPxvF8Qn",20,76,"E3uDutq97qNoGDWrZ_2","E3uDutq97qNoGDWrZ",75.96,"This painting by Cla",17.5263157894737,"replication2","replication2","Discussion"
"X4M35v6AsPgfyr5xi",4,NA,"E3uDutq97qNoGDWrZ_1","E3uDutq97qNoGDWrZ",75.96,"This painting by Cla",8.05,"replication2","replication2","Discussion"
"3EvsCEA8c5gkCdfuH",5,55,"E3uDutq97qNoGDWrZ_2","E3uDutq97qNoGDWrZ",75.96,"This painting by Cla",17.5263157894737,"replication2","replication2","Discussion"
"WW9ZTXTcq6bDfr579",18,18,"E3uDutq97qNoGDWrZ_1","E3uDutq97qNoGDWrZ",75.96,"This painting by Cla",8.05,"replication2","replication2","Discussion"
"XktDXttEboN76fEkm",5,20,"E3uDutq97qNoGDWrZ_1","E3uDutq97qNoGDWrZ",75.96,"This painting by Cla",8.05,"replication2","replication2","Discussion"
"xLNHvxW4PoxFJgJzh",20,56.5,"E3uDutq97qNoGDWrZ_1","E3uDutq97qNoGDWrZ",75.96,"This painting by Cla",8.05,"replication2","replication2","Discussion"
"Lvp5fe9DyPzgNtzb5",24,48,"E3uDutq97qNoGDWrZ_2","E3uDutq97qNoGDWrZ",75.96,"This painting by Cla",17.5263157894737,"replication2","replication2","Discussion"
"GHHCbkZrLNwqH94v2",4,21.25,"E3uDutq97qNoGDWrZ_1","E3uDutq97qNoGDWrZ",75.96,"This painting by Cla",8.05,"replication2","replication2","Discussion"
"AzCfobXjutMsxiuMm",20,50,"E3uDutq97qNoGDWrZ_2","E3uDutq97qNoGDWrZ",75.96,"This painting by Cla",17.5263157894737,"replication2","replication2","Discussion"
"PY7hwu7kvATSZ8CHK",18,NA,"E3uDutq97qNoGDWrZ_2","E3uDutq97qNoGDWrZ",75.96,"This painting by Cla",17.5263157894737,"replication2","replication2","Discussion"
"foBZNuxckNXEdceze",20,75,"E3uDutq97qNoGDWrZ_2","E3uDutq97qNoGDWrZ",75.96,"This painting by Cla",17.5263157894737,"replication2","replication2","Discussion"
"QSgsaekPcb3ZCvyy4",5,18,"E3uDutq97qNoGDWrZ_1","E3uDutq97qNoGDWrZ",75.96,"This painting by Cla",8.05,"replication2","replication2","Discussion"
"zmzgMwoQcW45vCjdX",22,52,"E3uDutq97qNoGDWrZ_2","E3uDutq97qNoGDWrZ",75.96,"This painting by Cla",17.5263157894737,"replication2","replication2","Discussion"
"6G8Sqj8jCkvZvg97j",4,14.5,"E3uDutq97qNoGDWrZ_1","E3uDutq97qNoGDWrZ",75.96,"This painting by Cla",8.05,"replication2","replication2","Discussion"
"Ep5GqhMG8SCsDA5Tq",5,55,"E3uDutq97qNoGDWrZ_1","E3uDutq97qNoGDWrZ",75.96,"This painting by Cla",8.05,"replication2","replication2","Discussion"
"djDJFB34gN6RiC7Tt",20,65,"E3uDutq97qNoGDWrZ_2","E3uDutq97qNoGDWrZ",75.96,"This painting by Cla",17.5263157894737,"replication2","replication2","Discussion"
"fD5pFfDZrWwtAxmmK",17,75,"E3uDutq97qNoGDWrZ_2","E3uDutq97qNoGDWrZ",75.96,"This painting by Cla",17.5263157894737,"replication2","replication2","Discussion"
"AjzXe7EcqD6ApFbmu",20,75,"E3uDutq97qNoGDWrZ_2","E3uDutq97qNoGDWrZ",75.96,"This painting by Cla",17.5263157894737,"replication2","replication2","Discussion"
"KKeuqMoxck6g6zgY9",5,70,"E3uDutq97qNoGDWrZ_1","E3uDutq97qNoGDWrZ",75.96,"This painting by Cla",8.05,"replication2","replication2","Discussion"
"CpDryxpQSEHWvivaQ",15,56.6,"E3uDutq97qNoGDWrZ_1","E3uDutq97qNoGDWrZ",75.96,"This painting by Cla",8.05,"replication2","replication2","Discussion"
"4kM8PCmbFWcpLJNQi",5,5,"E3uDutq97qNoGDWrZ_1","E3uDutq97qNoGDWrZ",75.96,"This painting by Cla",8.05,"replication2","replication2","Discussion"
"M9wvcYavk7Ec74Jvr",5,20,"E3uDutq97qNoGDWrZ_1","E3uDutq97qNoGDWrZ",75.96,"This painting by Cla",8.05,"replication2","replication2","Discussion"
"4dm4Ccv8r48cwJPBA",5,75.96,"E3uDutq97qNoGDWrZ_1","E3uDutq97qNoGDWrZ",75.96,"This painting by Cla",8.05,"replication2","replication2","Discussion"
"q6JRW6zkzLiDurggG",22,75,"E3uDutq97qNoGDWrZ_2","E3uDutq97qNoGDWrZ",75.96,"This painting by Cla",17.5263157894737,"replication2","replication2","Discussion"
"HCG7immm3uWTCgwXj",5,5,"E3uDutq97qNoGDWrZ_1","E3uDutq97qNoGDWrZ",75.96,"This painting by Cla",8.05,"replication2","replication2","Discussion"
"SsD88FCQqAj3XXLkP",22,56,"E3uDutq97qNoGDWrZ_2","E3uDutq97qNoGDWrZ",75.96,"This painting by Cla",17.5263157894737,"replication2","replication2","Discussion"
"4Q7Jg7DFCejnqrKBp",5,39,"E3uDutq97qNoGDWrZ_1","E3uDutq97qNoGDWrZ",75.96,"This painting by Cla",8.05,"replication2","replication2","Discussion"
"LqywYeWextgR8rqL6",20,56.6,"E3uDutq97qNoGDWrZ_1","E3uDutq97qNoGDWrZ",75.96,"This painting by Cla",8.05,"replication2","replication2","Discussion"
"6bnp94KL3jDcvR6k7",6,60,"E3uDutq97qNoGDWrZ_2","E3uDutq97qNoGDWrZ",75.96,"This painting by Cla",17.5263157894737,"replication2","replication2","Discussion"
"xmKko6JZE7cFE5uMX",5,56.6,"E3uDutq97qNoGDWrZ_1","E3uDutq97qNoGDWrZ",75.96,"This painting by Cla",8.05,"replication2","replication2","Discussion"
"siqg3GGh6NpTZAYxe",4,56.6,"E3uDutq97qNoGDWrZ_1","E3uDutq97qNoGDWrZ",75.96,"This painting by Cla",8.05,"replication2","replication2","Discussion"
"9jQzncBABh34tWnon",17,56,"E3uDutq97qNoGDWrZ_1","E3uDutq97qNoGDWrZ",75.96,"This painting by Cla",8.05,"replication2","replication2","Discussion"
"3ksyKAjBjox3Kodzn",25,75,"ph3ioW8N3pygRMj9p_1","ph3ioW8N3pygRMj9p",75.96,"This painting by Cla",8.6,"replication2","replication2","Discussion"
"JbBJXwjtcTu5DJfwJ",3,55,"ph3ioW8N3pygRMj9p_1","ph3ioW8N3pygRMj9p",75.96,"This painting by Cla",8.6,"replication2","replication2","Discussion"
"33LKWK35YcmHzYRH9",3,30,"ph3ioW8N3pygRMj9p_1","ph3ioW8N3pygRMj9p",75.96,"This painting by Cla",8.6,"replication2","replication2","Discussion"
"cozWyaaz254RqqpM9",3,75,"ph3ioW8N3pygRMj9p_1","ph3ioW8N3pygRMj9p",75.96,"This painting by Cla",8.6,"replication2","replication2","Discussion"
"LCDmSJ7PGi9kb5p8k",3,32,"ph3ioW8N3pygRMj9p_1","ph3ioW8N3pygRMj9p",75.96,"This painting by Cla",8.6,"replication2","replication2","Discussion"
"weZ9J8XXW3Q7jZYyo",3,59.7,"ph3ioW8N3pygRMj9p_2","ph3ioW8N3pygRMj9p",75.96,"This painting by Cla",23.55,"replication2","replication2","Discussion"
"6vxSTRZDixAGgffec",25,20,"ph3ioW8N3pygRMj9p_1","ph3ioW8N3pygRMj9p",75.96,"This painting by Cla",8.6,"replication2","replication2","Discussion"
"2YQs2Mt9T24FJqa5g",25,76,"ph3ioW8N3pygRMj9p_2","ph3ioW8N3pygRMj9p",75.96,"This painting by Cla",23.55,"replication2","replication2","Discussion"
"2ftGNWdutE2HFZuwZ",30,70,"ph3ioW8N3pygRMj9p_2","ph3ioW8N3pygRMj9p",75.96,"This painting by Cla",23.55,"replication2","replication2","Discussion"
"d3ezhXmvmXuy7MLxc",34,56,"ph3ioW8N3pygRMj9p_2","ph3ioW8N3pygRMj9p",75.96,"This painting by Cla",23.55,"replication2","replication2","Discussion"
"NRLQ4mzCrkuY6vuyM",3,7.5,"ph3ioW8N3pygRMj9p_1","ph3ioW8N3pygRMj9p",75.96,"This painting by Cla",8.6,"replication2","replication2","Discussion"
"Y4XvQzvhPddn49gZS",4,56,"ph3ioW8N3pygRMj9p_2","ph3ioW8N3pygRMj9p",75.96,"This painting by Cla",23.55,"replication2","replication2","Discussion"
"KX8CbaBZBpAFAFWzA",3,80,"ph3ioW8N3pygRMj9p_1","ph3ioW8N3pygRMj9p",75.96,"This painting by Cla",8.6,"replication2","replication2","Discussion"
"yqHdT93o7AL5j2FG2",38,56,"ph3ioW8N3pygRMj9p_2","ph3ioW8N3pygRMj9p",75.96,"This painting by Cla",23.55,"replication2","replication2","Discussion"
"Kje74MZtuRNtny5n6",3,30,"ph3ioW8N3pygRMj9p_1","ph3ioW8N3pygRMj9p",75.96,"This painting by Cla",8.6,"replication2","replication2","Discussion"
"5dPCuQov6Ltdq9kpg",29,56.6,"ph3ioW8N3pygRMj9p_2","ph3ioW8N3pygRMj9p",75.96,"This painting by Cla",23.55,"replication2","replication2","Discussion"
"vrv8ZisfoukaPoSpw",3,50,"ph3ioW8N3pygRMj9p_1","ph3ioW8N3pygRMj9p",75.96,"This painting by Cla",8.6,"replication2","replication2","Discussion"
"Y45gJuSvotCM3m6KP",3,40,"ph3ioW8N3pygRMj9p_2","ph3ioW8N3pygRMj9p",75.96,"This painting by Cla",23.55,"replication2","replication2","Discussion"
"SN5kNKSYMczqjcpT8",30,70,"ph3ioW8N3pygRMj9p_2","ph3ioW8N3pygRMj9p",75.96,"This painting by Cla",23.55,"replication2","replication2","Discussion"
"BP9Rs34eDiD8QL2zG",35,56,"ph3ioW8N3pygRMj9p_2","ph3ioW8N3pygRMj9p",75.96,"This painting by Cla",23.55,"replication2","replication2","Discussion"
"KXAXtqdPQBBZxxBrs",2,110,"ph3ioW8N3pygRMj9p_1","ph3ioW8N3pygRMj9p",75.96,"This painting by Cla",8.6,"replication2","replication2","Discussion"
"7pb9LbYvfGvxebrZH",4,35,"ph3ioW8N3pygRMj9p_1","ph3ioW8N3pygRMj9p",75.96,"This painting by Cla",8.6,"replication2","replication2","Discussion"
"8pZDZoKYGsApTEtHF",3,18,"ph3ioW8N3pygRMj9p_1","ph3ioW8N3pygRMj9p",75.96,"This painting by Cla",8.6,"replication2","replication2","Discussion"
"AeGfNujeMeC2avTz3",25,72,"ph3ioW8N3pygRMj9p_2","ph3ioW8N3pygRMj9p",75.96,"This painting by Cla",23.55,"replication2","replication2","Discussion"
"ugBM9Ze57woXZtHCR",32,75,"ph3ioW8N3pygRMj9p_2","ph3ioW8N3pygRMj9p",75.96,"This painting by Cla",23.55,"replication2","replication2","Discussion"
"QpcFdyoBchHM67u7B",4,56,"ph3ioW8N3pygRMj9p_2","ph3ioW8N3pygRMj9p",75.96,"This painting by Cla",23.55,"replication2","replication2","Discussion"
"ksywiyouaMd5Qb9YD",3,56.6,"ph3ioW8N3pygRMj9p_2","ph3ioW8N3pygRMj9p",75.96,"This painting by Cla",23.55,"replication2","replication2","Discussion"
"CbqB9yzX3s7Bayg83",3,75,"ph3ioW8N3pygRMj9p_1","ph3ioW8N3pygRMj9p",75.96,"This painting by Cla",8.6,"replication2","replication2","Discussion"
"iqDeXYsK4CcrMsLgZ",25,23,"ph3ioW8N3pygRMj9p_1","ph3ioW8N3pygRMj9p",75.96,"This painting by Cla",8.6,"replication2","replication2","Discussion"
"ipXSo3oDq58bDHb8a",25,27,"ph3ioW8N3pygRMj9p_1","ph3ioW8N3pygRMj9p",75.96,"This painting by Cla",8.6,"replication2","replication2","Discussion"
"AtCWjJTqxFgq7vWAz",32,42.5,"ph3ioW8N3pygRMj9p_2","ph3ioW8N3pygRMj9p",75.96,"This painting by Cla",23.55,"replication2","replication2","Discussion"
"3XXoBd8atkknc2rEd",30,56,"ph3ioW8N3pygRMj9p_2","ph3ioW8N3pygRMj9p",75.96,"This painting by Cla",23.55,"replication2","replication2","Discussion"
"HBp5f6d7nGCwwMpSi",3,NA,"ph3ioW8N3pygRMj9p_1","ph3ioW8N3pygRMj9p",75.96,"This painting by Cla",8.6,"replication2","replication2","Discussion"
"cP5S5yc8gTfuMXqwP",3,NA,"ph3ioW8N3pygRMj9p_1","ph3ioW8N3pygRMj9p",75.96,"This painting by Cla",8.6,"replication2","replication2","Discussion"
"MMs3W8JR7cwiuhh3t",35,45,"ph3ioW8N3pygRMj9p_2","ph3ioW8N3pygRMj9p",75.96,"This painting by Cla",23.55,"replication2","replication2","Discussion"
"ZJuMv3sDjPKPoKkdf",27,31,"ph3ioW8N3pygRMj9p_1","ph3ioW8N3pygRMj9p",75.96,"This painting by Cla",8.6,"replication2","replication2","Discussion"
"DLDRvFryifQtupPGN",26,75,"ph3ioW8N3pygRMj9p_2","ph3ioW8N3pygRMj9p",75.96,"This painting by Cla",23.55,"replication2","replication2","Discussion"
"enxhFezGKjhX2p5fD",3,75.5,"ph3ioW8N3pygRMj9p_1","ph3ioW8N3pygRMj9p",75.96,"This painting by Cla",8.6,"replication2","replication2","Discussion"
"7saxtJRk2ieLoZyFi",28,75,"ph3ioW8N3pygRMj9p_2","ph3ioW8N3pygRMj9p",75.96,"This painting by Cla",23.55,"replication2","replication2","Discussion"
"cztgoHiBe8JQX3JSy",25,76,"ph3ioW8N3pygRMj9p_2","ph3ioW8N3pygRMj9p",75.96,"This painting by Cla",23.55,"replication2","replication2","Discussion"
"2YtrY3fhFxaxsBTL5",50,50,"22QWofqrmD3gdeGXM_2","22QWofqrmD3gdeGXM",75.96,"This painting by Cla",13.8947368421053,"replication2","replication2","Discussion"
"RZMvgaY7GjQQJZH6o",50,56,"22QWofqrmD3gdeGXM_1","22QWofqrmD3gdeGXM",75.96,"This painting by Cla",42.6,"replication2","replication2","Discussion"
"C7D3YmYzfKjGtKWHd",2,50,"22QWofqrmD3gdeGXM_2","22QWofqrmD3gdeGXM",75.96,"This painting by Cla",13.8947368421053,"replication2","replication2","Discussion"
"bW4z29APem2MMneW9",2,56.6,"22QWofqrmD3gdeGXM_2","22QWofqrmD3gdeGXM",75.96,"This painting by Cla",13.8947368421053,"replication2","replication2","Discussion"
"TT2ojCgveYPDyhXFD",2,25,"22QWofqrmD3gdeGXM_1","22QWofqrmD3gdeGXM",75.96,"This painting by Cla",42.6,"replication2","replication2","Discussion"
"bAn9yLweq5Wkughrn",40,NA,"22QWofqrmD3gdeGXM_1","22QWofqrmD3gdeGXM",75.96,"This painting by Cla",42.6,"replication2","replication2","Discussion"
"kP3y2qEH6QwPk3Lx6",55,110.7,"22QWofqrmD3gdeGXM_1","22QWofqrmD3gdeGXM",75.96,"This painting by Cla",42.6,"replication2","replication2","Discussion"
"6fkG6djWs3Rry5iux",2,76,"22QWofqrmD3gdeGXM_2","22QWofqrmD3gdeGXM",75.96,"This painting by Cla",13.8947368421053,"replication2","replication2","Discussion"
"5qtLNu5k4MmT2uk73",55,55,"22QWofqrmD3gdeGXM_1","22QWofqrmD3gdeGXM",75.96,"This painting by Cla",42.6,"replication2","replication2","Discussion"
"pbt8LpKyeDk8khi3n",2,56.6,"22QWofqrmD3gdeGXM_2","22QWofqrmD3gdeGXM",75.96,"This painting by Cla",13.8947368421053,"replication2","replication2","Discussion"
"fGgtECjvHBiH3weZu",2,35,"22QWofqrmD3gdeGXM_2","22QWofqrmD3gdeGXM",75.96,"This painting by Cla",13.8947368421053,"replication2","replication2","Discussion"
"gFtZTSDpxqHpbikFr",56,66,"22QWofqrmD3gdeGXM_1","22QWofqrmD3gdeGXM",75.96,"This painting by Cla",42.6,"replication2","replication2","Discussion"
"yeGGv6DuhhyQoXYoT",40,50,"22QWofqrmD3gdeGXM_2","22QWofqrmD3gdeGXM",75.96,"This painting by Cla",13.8947368421053,"replication2","replication2","Discussion"
"K5cfiwQFZMZ7NmcBz",2,52,"22QWofqrmD3gdeGXM_1","22QWofqrmD3gdeGXM",75.96,"This painting by Cla",42.6,"replication2","replication2","Discussion"
"wYoaN3pbSSXJd2wRw",65,65,"22QWofqrmD3gdeGXM_1","22QWofqrmD3gdeGXM",75.96,"This painting by Cla",42.6,"replication2","replication2","Discussion"
"TAEPrCwuGStZjRv8e",56,56.6,"22QWofqrmD3gdeGXM_1","22QWofqrmD3gdeGXM",75.96,"This painting by Cla",42.6,"replication2","replication2","Discussion"
"urbu3h4Yoey5w7WFP",2,57,"22QWofqrmD3gdeGXM_2","22QWofqrmD3gdeGXM",75.96,"This painting by Cla",13.8947368421053,"replication2","replication2","Discussion"
"JBFhMET9YuMTe9eYg",2,11.5,"22QWofqrmD3gdeGXM_2","22QWofqrmD3gdeGXM",75.96,"This painting by Cla",13.8947368421053,"replication2","replication2","Discussion"
"ho6DxTPywk2GdWG77",56,56.6,"22QWofqrmD3gdeGXM_1","22QWofqrmD3gdeGXM",75.96,"This painting by Cla",42.6,"replication2","replication2","Discussion"
"ykduyQjMKj36Yu44D",50,57,"22QWofqrmD3gdeGXM_1","22QWofqrmD3gdeGXM",75.96,"This painting by Cla",42.6,"replication2","replication2","Discussion"
"wJSMxgLJnBWiQ5KJe",67,67,"22QWofqrmD3gdeGXM_1","22QWofqrmD3gdeGXM",75.96,"This painting by Cla",42.6,"replication2","replication2","Discussion"
"N539CF9BC4Bfx4aKr",1,56.6,"22QWofqrmD3gdeGXM_2","22QWofqrmD3gdeGXM",75.96,"This painting by Cla",13.8947368421053,"replication2","replication2","Discussion"
"WLQgC2nohWto96oMv",2,60,"22QWofqrmD3gdeGXM_1","22QWofqrmD3gdeGXM",75.96,"This painting by Cla",42.6,"replication2","replication2","Discussion"
"MmrDaFMFfvYfra7iP",50,50,"22QWofqrmD3gdeGXM_2","22QWofqrmD3gdeGXM",75.96,"This painting by Cla",13.8947368421053,"replication2","replication2","Discussion"
"zbgSuJQbEscw82RLs",1,56.6,"22QWofqrmD3gdeGXM_2","22QWofqrmD3gdeGXM",75.96,"This painting by Cla",13.8947368421053,"replication2","replication2","Discussion"
"X4PHEtjBc8ekbndkR",2,30,"22QWofqrmD3gdeGXM_2","22QWofqrmD3gdeGXM",75.96,"This painting by Cla",13.8947368421053,"replication2","replication2","Discussion"
"rQDpwDQurEetrDyXX",50,50,"22QWofqrmD3gdeGXM_1","22QWofqrmD3gdeGXM",75.96,"This painting by Cla",42.6,"replication2","replication2","Discussion"
"JD3NDD7fKgCXcMqYw",65,66,"22QWofqrmD3gdeGXM_1","22QWofqrmD3gdeGXM",75.96,"This painting by Cla",42.6,"replication2","replication2","Discussion"
"pP3SM8r9Q92eaBpSP",2,56.6,"22QWofqrmD3gdeGXM_1","22QWofqrmD3gdeGXM",75.96,"This painting by Cla",42.6,"replication2","replication2","Discussion"
